,Район,Адрес,Площадь,clean_address,latitude,longitude
5946,Невский,сквер б/н юго-восточнее д. 19 по пр. Пятилеток,0.14,санкт-петербург проспект Пятилеток дом 19,59.9254333,30.4389839
5947,Невский,"сквер б/н восточнее д. 15, корп. 2, по пр. Пятилеток",0.44,санкт-петербург проспект Пятилеток дом 15  корпус 2,59.9251517,30.4426752
5948,Невский,"сквер б/н северо-западнее д. 7, корп. 2, по пр. Пятилеток",0.61,санкт-петербург проспект Пятилеток дом 7  корпус 2,59.9233677,30.4500631
5949,Невский,"сквер б/н восточнее д. 13, корп. 1, по пр. Пятилеток",0.7,санкт-петербург проспект Пятилеток дом 13  корпус 1,59.9242579,30.4447231
5950,Невский,"сквер б/н северо-восточнее д. 5,  корп. 2, по пр. Пятилеток",0.16,санкт-петербург проспект Пятилеток дом 5  корпус 2,59.9228916,30.4497023
5951,Невский,сквер б/н северо-западнее д. 12  по Клочкову пер.,0.18,санкт-петербург переулок Клочкову дом 12,59.9221516,30.4538743
5952,Невский,сквер б/н юго-восточнее д. 5  по пр. Пятилеток,0.13,санкт-петербург проспект Пятилеток дом 5,59.9227795,30.449888
5953,Петроградский,"сквер б/н на Съезжинской ул., д. 37",0.02,санкт-петербург улица Съезжинская дом 37,59.9539648,30.2954859
5954,Петроградский,сквер б/н восточнее д. 14 по Введенской ул.,0.04,санкт-петербург улица Введенская дом 14,59.9558791,30.2948926
5955,Петроградский,сквер б/н во дворе д. 12 по Введенской ул.,0.03,санкт-петербург улица Введенская дом 12,59.9559971,30.2943436
5956,Петроградский,сквер б/н северо-западнее д. 8 по Введенской ул.,0.02,санкт-петербург улица Введенская дом 8,59.9564765,30.2926566
5957,Петроградский,сквер б/н северо-восточнее д. 10 по Введенской ул.,0.1,санкт-петербург улица Введенская дом 10,59.9563633,30.2931034
5958,Петроградский,сквер б/н севернее д. 12 по Введенской ул.,0.03,санкт-петербург улица Введенская дом 12,59.9559971,30.2943436
5959,Петроградский,сквер б/н юго-западнее д. 9 по Введенской ул.,0.03,санкт-петербург улица Введенская дом 9,59.9562545,30.292083
5960,Петроградский,сквер б/н восточнее д. 11 по  Б. Пушкарской ул.,0.12,санкт-петербург улица Б. Пушкарская ,59.9593362,30.2941864
5961,Петроградский,сквер б/н восточнее д. 2/5 по Зверинской ул.,0.03,санкт-петербург улица Зверинская дом 2/5,59.9534822,30.2830097
5962,Петроградский,сквер б/н севернее д. 6-8 по Зверинской ул.,0.0078,санкт-петербург улица Зверинская дом 6-8,59.953441,30.2844184
5963,Петроградский,сквер б/н у д. 1 по Пионерской ул.,0.04,санкт-петербург улица Пионерская дом 1,59.955229,30.2864364
5964,Петроградский,сквер б/н у д. 12 по Съезжинской ул.,0.09,санкт-петербург улица Съезжинская дом 12,59.9543851,30.2881885
5965,Петроградский,сквер б/н северо-западнее д. 19 по Введенской ул.,0.0063,санкт-петербург улица Введенская дом 19,59.9553961,30.2954526
5966,Петроградский,сквер б/н восточнее д. 23 по Съезжинской ул.,0.03,санкт-петербург улица Съезжинская дом 23,59.9539407,30.2904362
5967,Петроградский,сквер б/н у д. 22 по Зверинской ул.,0.05,санкт-петербург улица Зверинская дом 22,59.953138,30.2888277
5968,Петроградский,"сквер б/н у д. 20, корп. 2, по Зверинской ул.",0.02,санкт-петербург улица Зверинская дом 20  корпус 2,59.9531424,30.2884731
5969,Петроградский,сквер б/н у д. 38 по Зверинской ул.,0.01,санкт-петербург улица Зверинская дом 38,59.9527688,30.2922024
5970,Петроградский,сквер б/н юго-восточнее д. 27  по ул. Блохина,0.09,санкт-петербург улица Блохина дом 27,59.9524589,30.2846477
5971,Петроградский,сквер б/н юго-западнее пересечения пер. Нестерова со Зверинской ул.,0.05,санкт-петербург переулок Нестерова ,59.9529982,30.2862284
5972,Петроградский,сквер б/н южнее д. 2/10  по ул. Яблочкова,0.03,санкт-петербург улица Яблочкова дом 2/10,59.9507499,30.2925232
5973,Петроградский,сквер б/н севернее д. 25  по пр. Добролюбова,0.04,санкт-петербург проспект Добролюбова дом 25,59.9508099,30.2870145
5974,Петроградский,сквер б/н северо-восточнее д. 9  по Мытнинской наб.,0.06,санкт-петербург набережная Мытнинская дом 9,59.9333656,30.3672883
5975,Петроградский,сквер б/н во дворе д. 5/1  по пр. Добролюбова,0.09,санкт-петербург проспект Добролюбова дом 5/1,59.9495616,30.2933633
5976,Петроградский,сквер б/н севернее д. 3  по пр. Добролюбова,0.05,санкт-петербург проспект Добролюбова дом 3,59.9495945,30.2951634
5977,Петроградский,сквер б/н во дворе д. 23  по ул. Блохина,0.03,санкт-петербург улица Блохина дом 23,59.9525019,30.2865486
5978,Петроградский,сквер б/н у д. 3 по пер. Нестерова,0.0049,санкт-петербург переулок Нестерова дом 3,59.95275,30.2865108
5979,Петроградский,сквер б/н северо-восточнее д. 21  по ул. Блохина,0.006,санкт-петербург улица Блохина дом 21,59.9523036,30.28743
5980,Петроградский,сквер б/н юго-восточнее д. 18  по ул. Блохина,0.05,санкт-петербург улица Блохина дом 18,59.9518803,30.2887853
5981,Петроградский,сквер б/н у д. 34 по Съезжинской ул.,0.03,санкт-петербург улица Съезжинская дом 34,59.9542707,30.293079
5982,Петроградский,сквер б/н у д. 9 по ул. Лизы Чайкиной,0.09,санкт-петербург улица Лизы Чайкиная дом 9,59.9553039,30.291771
5983,Петроградский,сквер б/н восточнее д. 10 по Мытнинскому пер.,0.01,санкт-петербург переулок Мытнинскый дом 10,59.9140587,27.4561184
5984,Петроградский,"сквер б/н на Кронверкском пр., д. 51",0.06,санкт-петербург проспект Кронверкский дом 51,59.9557855,30.2982939
5985,Петроградский,"сквер б/н на Каменноостровском пр., д. 24",0.01,санкт-петербург проспект Каменноостровский дом 24,59.9617537,30.3045713
5986,Петроградский,"сквер б/н на ул. Воскова, д. 2",0.09,санкт-петербург улица Воскова дом 2,59.9576046,30.2922784
5987,Петроградский,сквер б/н между д. 52 и д. 54 по Б.Пушкарской ул.,0.03,санкт-петербург улица Б.Пушкарская дом 54,59.9631847,30.3003647
5988,Петроградский,сквер б/н у д. 58 по Б.Пушкарской ул.,0.02,санкт-петербург улица Б.Пушкарская дом 58,59.9638724,30.3005031
5989,Петроградский,сквер б/н у д. 46 по Б.Пушкарской ул.,0.03,санкт-петербург улица Б.Пушкарская дом 46,59.9616747,30.2976323
5990,Петроградский,сквер б/н у д. 55/6  по Большому пр. П.С.,0.02,санкт-петербург проспект П. С. Большой дом 55/6,59.9140587,27.4561184
5991,Петроградский,сквер б/н между д. 44 по Б.Пушкарской ул. и д. 51/9 по Большому пр. П.С.,0.04,санкт-петербург улица Б.Пушкарская дом 44,59.9614423,30.2971892
5992,Петроградский,"сквер б/н у д. 7, литера В, по ул. Мира",0.01,санкт-петербург улица Мира дом 7 литера В,59.9598033,30.3067005
5993,Петроградский,сквер б/н севернее д. 31 по Кронверкскому пр.,0.02,санкт-петербург проспект Кронверкскому дом 31,59.9572716,30.3056573
5994,Петроградский,сквер б/н во дворе д. 27 по Кронверкскому пр.,0.0042,санкт-петербург проспект Кронверкскому дом 27,59.9570646,30.3069533
5995,Петроградский,сквер б/н между д. 31/20 по ул. Воскова и д. 8 по Кронверкской ул.,0.02,санкт-петербург улица Воскова дом 31/20,59.9585786,30.3013154
5996,Петроградский,сквер б/н юго-восточнее д. 3 по Б.Монетной ул.,0.02,санкт-петербург улица Б.Монетная дом 3,59.9600392,30.3026017
5997,Петроградский,сквер б/н между д. 9 по Б. Монетной ул. и д. 6 по ул. Мира,0.03,санкт-петербург улица Б. Монетная дом 9,59.9608201,30.3043111
5998,Петроградский,сквер б/н во дворе д. 8 по ул. Мира,0.03,санкт-петербург улица Мира дом 8,59.9821964,28.6836421
5999,Петроградский,сквер б/н юго-восточнее д. 14 по Сытнинской ул.,0.03,санкт-петербург улица Сытнинская дом 14,59.9579616,30.2988453
6000,Петроградский,сквер б/н северо-восточнее д. 45 по Кронверкскому пр.,0.13,санкт-петербург проспект Кронверкскому дом 45,59.9568084,30.3017568
6001,Петроградский,сквер б/н северо-восточнее д. 5 по  Б. Монетной ул.,0.02,санкт-петербург улица Б. Монетная ,59.9620844,30.2998745
6002,Петроградский,сквер б/н северо-восточнее д. 23 по  Б. Пушкарской ул.,0.01,санкт-петербург улица Б. Пушкарская ,59.9593362,30.2941864
6003,Петроградский,сквер б/н юго-восточнее д. 29 по  Б. Пушкарской ул.,0.04,санкт-петербург улица Б. Пушкарская ,59.9593362,30.2941864
6004,Петроградский,"сквер б/н северо-западнее д. 34,  литера В, по Б. Пушкарской ул.",0.01,санкт-петербург улица Б. Пушкарская дом 34 литера В,59.960148,30.2951665
6005,Петроградский,"сквер б/н северо-западнее д. 34,  литера Б, по Б. Пушкарской ул.",0.01,санкт-петербург улица Б. Пушкарская дом 34 литера Б,59.960148,30.2951665
6006,Петроградский,сквер б/н юго-восточнее д. 25 по Кронверкской ул.,0.02,санкт-петербург улица Кронверкская дом 25,59.9612398,30.3011465
6007,Петроградский,сквер б/н между д. 27 по Кронверкскому пр. и д. 10 по Каменноостровскому пр.,0.03,санкт-петербург проспект Кронверкскому дом 27,59.9570646,30.3069533
6008,Петроградский,сквер б/н между д. 56 и д. 60 по  Б. Пушкарской ул.,0.02,санкт-петербург улица Б. Пушкарская ,59.9593362,30.2941864
6009,Петроградский,сквер б/н у д. 40 по Б. Пушкарской ул.,0.02,санкт-петербург улица Б. Пушкарская дом 40,59.9607377,30.2960554
6010,Петроградский,сквер б/н юго-восточнее д. 15 по Кронверкской ул.,0.005,санкт-петербург улица Кронверкская дом 15,59.9599196,30.3020467
6011,Петроградский,сквер б/н у д. 29/37 по Кронверкской ул.,0.02,санкт-петербург улица Кронверкская дом 29/37,59.9622796,30.3000103
6012,Петроградский,сквер б/н во дворе д. 31  по Большому пр. П.С.,0.01,санкт-петербург проспект П. С. Большой дом 31,59.9624292,30.2888469
6013,Петроградский,сквер б/н во дворе д. 33а  по Большому пр. П.С.,0.01,санкт-петербург проспект П. С. Большой дом 33а,59.9587056,30.2903304
6014,Петроградский,сквер б/н у д. 34 по Б. Пушкарской ул.,0.01,санкт-петербург улица Б. Пушкарская дом 34,59.960148,30.2951665
6015,Петроградский,сквер б/н во дворе д. 43  по Б. Пушкарской ул.,0.01,санкт-петербург улица Б. Пушкарская дом 43,59.9635011,30.3013474
6016,Петроградский,сквер б/н юго-западнее д. 11 по  Б. Монетной ул.,0.06,санкт-петербург улица Б. Монетная ,59.9620844,30.2998745
6017,Петроградский,сквер б/н северо-восточнее д. 5  по ул. Мира,0.01,санкт-петербург улица Мира дом 5,59.9819758,28.6830398
6018,Петроградский,сквер б/н между д. 27 по Кронверкскому пр. и д. 6 по Каменноостровскому пр.,0.01,санкт-петербург проспект Кронверкскому дом 27,59.9570646,30.3069533
6019,Петроградский,сквер б/н северо-восточнее д. 3 по Кронверкской ул.,0.02,санкт-петербург улица Кронверкская дом 3,59.9578455,30.3029113
6020,Петроградский,сквер б/н во дворе д. 14 по Каменноостровскому пр.,0.04,санкт-петербург проспект Каменноостровскому дом 14,59.9591822,30.3072347
6021,Петроградский,сквер б/н у д. 12 по Каменноостровскому пр.,0.02,санкт-петербург проспект Каменноостровскому дом 12,59.958972,30.3073639
6022,Петроградский,"сквер б/н юго-западнее д. 7, литера Б, по ул. Мира",0.04,санкт-петербург улица Мира дом 7 литера Б,59.9598033,30.3067005
6023,Петроградский,"сквер б/н на ул. Куйбышева, д. 22",0.02,санкт-петербург улица Куйбышева дом 22,59.9560946,30.3189482
6024,Петроградский,"сквер б/н на Б. Монетной ул., д. 25",0.1,санкт-петербург улица Б. Монетная дом 25,59.9626639,30.3139958
6025,Петроградский,"сквер б/н на ул. Мира, д. 28",0.05,санкт-петербург улица Мира дом 28,59.8703354,29.9033981
6026,Петроградский,"сквер б/н на Б. Монетной ул., д. 31",0.11,санкт-петербург улица Б. Монетная дом 31,59.963129,30.316733
6027,Петроградский,сквер б/н на углу Мичуринской ул. и М. Посадской ул.,0.18,санкт-петербург улица Мичуринская ,59.9552983,30.3183325
6028,Петроградский,сквер б/н северо-западнее д. 22  по ул. Куйбышева,0.02,санкт-петербург улица Куйбышева дом 22,59.9560946,30.3189482
6029,Петроградский,сквер б/н юго-западнее д. 19 по М. Посадской ул.,0.13,санкт-петербург улица М. Посадская дом 19,59.9581639,30.3196032
6030,Петроградский,"сквер б/н северо-восточнее д. 34,  корп. 2 по ул. Куйбышева",0.03,санкт-петербург улица Куйбышева дом 34  корпус 2,59.9574086,30.3218473
6031,Петроградский,"сквер б/н южнее д. 32, литера У,  по ул. Куйбышева",0.0058,санкт-петербург улица Куйбышева дом 32 литера У,59.9574508,30.3211527
6032,Петроградский,сквер б/н юго-западнее д. 1 по Конному пер.,0.03,санкт-петербург переулок Конный дом 1,59.9555628,30.3144061
6033,Петроградский,сквер б/н севернее д. 8  по ул. Куйбышева,0.07,санкт-петербург улица Куйбышева дом 8,59.9547856,30.3161003
6034,Петроградский,сквер б/н севернее д. 12 по М. Посадской ул.,0.05,санкт-петербург улица М. Посадская дом 12,59.9575348,30.3125783
6035,Петроградский,"сквер б/н южнее д. 8, корп. 2, по М. Посадской ул.",0.0063,санкт-петербург улица М. Посадская дом 8  корпус 2,59.9579911,30.3110373
6036,Петроградский,сквер б/н между д. 10 по Б. Посадской ул. и д. 5 по Дивенской ул.,0.05,санкт-петербург улица Б. Посадская дом 10,59.9584373,30.3125938
6037,Петроградский,сквер б/н северо-западнее д. 10  по Б. Посадской ул.,0.0078,санкт-петербург улица Б. Посадская дом 10,59.9584373,30.3125938
6038,Петроградский,сквер б/н северо-восточнее д. 17 по Каменноостровскому пр.,0.05,санкт-петербург проспект Каменноостровскому дом 17,59.9606846,30.3066012
6039,Петроградский,сквер б/н южнее д. 15/31  по ул. Рентгена,0.05,санкт-петербург улица Рентгена дом 15/31,59.9642936,30.3131347
6040,Петроградский,сквер б/н северо-западнее д. 11  по ул. Рентгена,0.02,санкт-петербург улица Рентгена дом 11,59.9640506,30.3124687
6041,Петроградский,сквер б/н восточнее д. 24а  по Б.Монетной ул.,0.02,санкт-петербург улица Б.Монетная дом 24а,59.9630708,30.3139867
6042,Петроградский,сквер б/н между д. 22 и д. 24  по Б. Монетной ул.,0.01,санкт-петербург улица Б. Монетная дом 24,59.9630726,30.3139903
6043,Петроградский,сквер б/н во дворе д. 1  по Троицкой пл. П. С.,0.03,санкт-петербург площадь Троицкая дом 1,59.8668191,29.8218936
6044,Петроградский,сквер б/н северо-восточнее д. 4 по Петровской наб.,0.01,санкт-петербург набережная Петровская дом 4,59.9538039,30.3201773
6045,Петроградский,сквер б/н восточнее д. 17-19  по Б.Монетной ул.,0.03,санкт-петербург улица Б.Монетная дом 17-19,59.9615427,30.3079421
6046,Петроградский,сквер б/н между д. 30 по ул. Куйбышева и д. 19 по М. Посадской ул.,0.05,санкт-петербург улица Куйбышева дом 30,59.9570866,30.3211106
6047,Петроградский,сквер б/н южнее д. 4 по М. Посадской ул.,0.05,санкт-петербург улица М. Посадская дом 4,59.9581076,30.3102334
6048,Петроградский,сквер б/н севернее д. 32  по Б. Монетной ул.,0.05,санкт-петербург улица Б. Монетная дом 32,59.9638177,30.3171447
6049,Петроградский,сквер б/н южнее д. 23 по ул. Рентгена,0.08,санкт-петербург улица Рентгена дом 23,59.9656787,30.3186655
6050,Петроградский,сквер б/н северо-западнее д. 6 по Мичуринской ул.,0.02,санкт-петербург улица Мичуринская дом 6,59.9546806,30.3190023
6051,Петроградский,"сквер б/н северо-восточнее д. 7,  корп. 2 по ул. Куйбышева",0.01,санкт-петербург улица Куйбышева дом 7  корпус 2,59.9549616,30.3175624
6052,Петроградский,сквер б/н между д. 19и д. 21  по ул. Куйбышева,0.0092,санкт-петербург улица Куйбышева дом 21,59.9559213,30.3213681
6053,Петроградский,сквер б/н юго-восточнее д. 27  по ул. Куйбышева,0.03,санкт-петербург улица Куйбышева дом 27,59.9570716,30.3221983
6054,Петроградский,сквер б/н восточнее д. 29  по ул. Куйбышева,0.03,санкт-петербург улица Куйбышева дом 29,59.9572626,30.3226902
6055,Петроградский,сквер б/н во дворе д. 33/8  по ул. Куйбышева,0.03,санкт-петербург улица Куйбышева дом 33/8,59.9576096,30.3238423
6056,Петроградский,сквер б/н восточнее д. 23  по ул. Чапаева,0.02,санкт-петербург улица Чапаева дом 23,59.9638786,30.3202863
6057,Петроградский,сквер б/н между д. 31 и д. 35  по ул. Мира,0.03,санкт-петербург улица Мира дом 35,59.8707407,29.9048761
6058,Петроградский,сквер б/н у д. 29 по ул. Мира,0.03,санкт-петербург улица Мира дом 29,59.8699364,29.9039587
6059,Петроградский,сквер б/н восточнее д. 34  по Б. Монетной ул.,0.0054,санкт-петербург улица Б. Монетная дом 34,59.9639375,30.3176767
6060,Петроградский,сквер б/н северо-восточнее д. 7  по М. Монетной ул.,0.06,санкт-петербург улица М. Монетная дом 7,59.9616396,30.3119364
6061,Петроградский,сквер б/н севернее д. 32 по ул. Мира,0.03,санкт-петербург улица Мира дом 32,59.9622229,30.3172026
6062,Петроградский,сквер б/н у д. 10 по ул. Куйбышева,0.04,санкт-петербург улица Куйбышева дом 10,59.9550126,30.3165324
6063,Петроградский,сквер б/н западнее д. 13  по ул. Рентгена,0.1,санкт-петербург улица Рентгена дом 13,59.9640593,30.3127303
6064,Петроградский,"сквер б/н севернее д. 14, корп. 2 по ул. Академика Павлова",0.07,санкт-петербург улица Академика Павлова дом 14  корпус 2,59.9757906,30.2973163
6065,Петроградский,"сквер б/н севернее д. 73-75, корп. 2 по Каменноостровскому пр.",0.08,санкт-петербург проспект Каменноостровскому дом 73-75  корпус 2,59.9748396,30.2939044
6066,Петроградский,"сквер б/н на наб. р. Карповки, д. 13",0.06,санкт-петербург набережная Карповки дом 13,59.9686236,30.3041063
6067,Петроградский,сквер б/н юго-западнее д. 44/16 по Каменноостровскому пр.,0.06,санкт-петербург проспект Каменноостровскому дом 44/16,59.9682778,30.2975654
6068,Петроградский,"сквер б/н на Каменноостровском пр., д. 55",0.09,санкт-петербург проспект Каменноостровский дом 55,59.9714256,30.296557
6069,Петроградский,сквер б/н у д. 4 по Плуталовой ул.,0.02,санкт-петербург улица Плуталовая дом 4,59.96648,30.2921307
6070,Петроградский,сквер б/н у д. 2/12 по ул. Всеволода Вишневского,0.02,санкт-петербург улица Всеволода Вишневского дом 2/12,59.9660076,30.2940462
6071,Петроградский,сквер б/н западнее д. 11 по Плуталовой ул.,0.02,санкт-петербург улица Плуталовая дом 11,59.9653395,30.2938682
6072,Петроградский,сквер б/н северо-западнее д. 33 по Бармалеевой ул.,0.003,санкт-петербург улица Бармалеевая дом 33,59.9663477,30.2905003
6073,Петроградский,сквер б/н юго-восточнее д. 22 по Бармалеевой ул.,0.0065,санкт-петербург улица Бармалеевая дом 22,59.9652582,30.2927093
6074,Петроградский,сквер б/н северо-восточнее д. 21 по Подрезовой ул.,0.07,санкт-петербург улица Подрезовая дом 21,59.9650266,30.2924173
6075,Петроградский,сквер б/н юго-западнее д. 28 по Бармалеевой ул.,0.04,санкт-петербург улица Бармалеевая дом 28,59.9657753,30.291358
6076,Петроградский,сквер б/н у д. 74 по Малому пр. П. С.,0.06,санкт-петербург проспект П. С. Малый дом 74,59.9140587,27.4561184
6077,Петроградский,сквер б/н севернее д. 74  по Малому пр. П. С.,0.03,санкт-петербург проспект П. С. Малый дом 74,59.9140587,27.4561184
6078,Петроградский,сквер б/н северо-западнее д. 72 по Малому пр. П. С.,0.0073,санкт-петербург проспект П. С. Малый дом 72,59.9140587,27.4561184
6079,Петроградский,сквер б/н юго-западнее д. 22  по ул. Подковырова,0.01,санкт-петербург улица Подковырова дом 22,59.9644672,30.2913927
6080,Петроградский,сквер б/н на пересечении Малого пр.  П. С. и ул. Всеволода Вишневского,0.16,санкт-петербург проспект П. С. Малый ,59.96016,30.2601275
6081,Петроградский,сквер б/н восточнее д. 69  по Каменноостровскому пр.,0.14,санкт-петербург проспект Каменноостровскому дом 69,59.9744546,30.2942323
6082,Петроградский,сквер б/н северо-восточнее д. 6  по ул. Графтио,0.04,санкт-петербург улица Графтио дом 6,59.9743796,30.2962453
6083,Петроградский,сквер б/н северо-восточнее д. 21  по наб. р. Карповки,0.03,санкт-петербург набережная Карповки дом 21,59.9140587,27.4561184
6084,Петроградский,сквер б/н севернее д. 19/10  по ул. Литераторов,0.06,санкт-петербург улица Литераторов дом 19/10,59.9694953,30.3004532
6085,Петроградский,сквер б/н между д. 15 и д. 17  по ул. Литераторов,0.09,санкт-петербург улица Литераторов дом 17,59.9694046,30.3015163
6086,Петроградский,сквер б/н северо-восточнее д. 19  по наб. р. Карповки,0.01,санкт-петербург набережная Карповки дом 19,59.9686236,30.3041063
6087,Петроградский,сквер б/н южнее д. 12  по ул. Профессора Попова,0.09,санкт-петербург улица Профессора Попова дом 12,59.9708805,30.3012934
6088,Петроградский,сквер б/н во дворе д. 5  по ул. Чапыгина,0.35,санкт-петербург улица Чапыгина дом 5,59.9731365,30.2995889
6089,Петроградский,сквер б/н севернее д. 12  по ул. Аптекарскому пр.,0.31,санкт-петербург улица Аптекарскому дом 12,59.9699931,30.2688005
6090,Петроградский,сквер б/н юго-восточнее д. 1а  по ул. Всеволода Вишневского,0.03,санкт-петербург улица Всеволода Вишневского дом 1а,59.9665528,30.2944054
6091,Петроградский,сквер б/н северо-восточнее д. 1  по ул. Всеволода Вишневского,0.05,санкт-петербург улица Всеволода Вишневского дом 1,59.9665267,30.2936206
6092,Петроградский,сквер б/н во дворе д. 20 по Ординарной ул.,0.12,санкт-петербург улица Ординарная дом 20,59.9675816,30.2943932
6093,Петроградский,сквер б/н севернее д. 41  по Каменноостровскому пр.,0.02,санкт-петербург проспект Каменноостровскому дом 41,59.9683137,30.2992116
6094,Петроградский,"сквер б/н севернее д. 22, корп. 2,  по наб. р. Карповки",0.04,санкт-петербург набережная Карповки дом 22  корпус 2,59.9140587,27.4561184
6095,Петроградский,сквер б/н во дворе д. 19  по Ординарной ул.,0.03,санкт-петербург улица Ординарная дом 19,59.9675923,30.2951415
6096,Петроградский,сквер б/н во дворе д. 42б  по Каменноостровскому пр.,0.08,санкт-петербург проспект Каменноостровскому дом 42б,59.9669852,30.3009855
6097,Петроградский,"сквер б/н южнее д. 22, корп. 2,  по наб. р. Карповки",0.03,санкт-петербург набережная Карповки дом 22  корпус 2,59.9140587,27.4561184
6098,Петроградский,сквер б/н северо-западнее д. 14  по Полозовой ул.,0.0061,санкт-петербург улица Полозовая дом 14,59.9632796,30.2928409
6099,Петроградский,сквер б/н у д. 14/69 по Подрезовой ул.,0.03,санкт-петербург улица Подрезовая дом 14/69,59.9642459,30.2936092
6100,Петроградский,сквер б/н во дворе д. 9 по Бармалеевой ул.,0.01,санкт-петербург улица Бармалеевая дом 9,59.9642059,30.296073
6101,Петроградский,сквер б/н северо-восточнее д. 21 по Плуталовой ул.,0.02,санкт-петербург улица Плуталовая дом 21,59.9642644,30.2960907
6102,Петроградский,сквер б/н северо-восточнее д. 20 по Плуталовой ул.,0.02,санкт-петербург улица Плуталовая дом 20,59.9649754,30.2959117
6103,Петроградский,сквер б/н юго-восточнее д. 79-81-83 по Малому пр. П. С.,0.1,санкт-петербург проспект П. С. Малый дом 79-81-83,59.9587056,30.2903304
6104,Петроградский,сквер б/н между д. 92 по Большому пр. П. С. и д. 3 по Ординарной ул.,0.03,санкт-петербург проспект П. С. Большой дом 92,59.9535773,30.2425148
6105,Петроградский,сквер б/н между д. 92 и д. 94 по Большому пр. П. С.,0.08,санкт-петербург проспект П. С. Большой дом 94,59.9535773,30.2425148
6106,Петроградский,сквер б/н на Ординарной ул. у д. 84-86 по Малому пр. П. С.,0.119,санкт-петербург улица Ординарная дом 84-86,59.9642793,30.3003653
6107,Петроградский,сквер б/н у д. 14 по ул. Академика Павлова,0.049,санкт-петербург улица Академика Павлова дом 14,59.9763088,30.297621
6108,Петроградский,сквер б/н у д. 16б по ул. Академика Павлова,0.039,санкт-петербург улица Академика Павлова дом 16б,59.9758246,30.2952973
6109,Петроградский,сквер б/н у д. 3а по ул. Чапыгина,0.028,санкт-петербург улица Чапыгина дом 3а,59.9726036,30.2970252
6110,Петроградский,"сквер б/н у д. 18, корп. 2, по  наб. р. Карповки",0.017,санкт-петербург набережная Карповки дом 18  корпус 2,59.9140587,27.4561184
6111,Петроградский,сквер б/н восточнее д. 39 по Каменноостровскому пр.,0.011,санкт-петербург проспект Каменноостровскому дом 39,59.9671104,30.3002327
6112,Петроградский,сквер б/н южнее д. 13 по Плуталовой ул.,0.005,санкт-петербург улица Плуталовая дом 13,59.9649627,30.2951588
6113,Петроградский,сквер б/н у д. 10 по Бармалеевой ул.,0.005,санкт-петербург улица Бармалеевая дом 10,59.9140587,27.4561184
6114,Петроградский,сквер б/н у д. 44в по Каменноостровскому пр.,0.015,санкт-петербург проспект Каменноостровскому дом 44в,59.9688718,30.2978853
6115,Петроградский,сквер б/н у д. 3а по Ординарной ул.,0.007,санкт-петербург улица Ординарная дом 3а,59.9655805,30.2985405
6116,Петроградский,сквер б/н у д. 20 по Полозовой ул.,0.022,санкт-петербург улица Полозовая дом 20,59.9639604,30.2905977
6117,Петроградский,сквер б/н у д. 39 по ул. Ленина,0.078,санкт-петербург улица Ленина дом 39,59.9643523,30.2889474
6118,Петроградский,сквер б/н у д. 8 по Подрезовой ул.,0.01,санкт-петербург улица Подрезовая дом 8,59.9140587,27.4561184
6119,Петроградский,сквер б/н севернее д. 9-11 по ул. Литераторов,0.084,санкт-петербург улица Литераторов дом 9-11,59.9692131,30.3031083
6120,Петроградский,сквер б/н юго-западнее д. 15а по Шамшевой ул.,0.02,санкт-петербург улица Шамшевая дом 15а,59.9140587,27.4561184
6121,Петроградский,сквер б/н западнее д. 20 по ул. Ленина,0.0094,санкт-петербург улица Ленина дом 20,59.9624078,30.2932146
6122,Петроградский,сквер б/н юго-западнее д. 26  по ул. Ленина,0.03,санкт-петербург улица Ленина дом 26,59.9626431,30.2923799
6123,Петроградский,сквер б/н юго-западнее д. 9 по Лахтинской ул.,0.0046,санкт-петербург улица Лахтинская дом 9,59.9625081,30.290814
6124,Петроградский,сквер б/н юго-западнее д. 66/32 по Малому пр. П. С.,0.03,санкт-петербург проспект П. С. Малый дом 66/32,59.9587056,30.2903304
6125,Петроградский,"сквер б/н западнее д. 21, корп. 3, по Лахтинской ул.",0.03,санкт-петербург улица Лахтинская дом 21  корпус 3,59.9638502,30.2876128
6126,Петроградский,сквер б/н у д. 25а по Лахтинской ул.,0.0037,санкт-петербург улица Лахтинская дом 25а,59.9642904,30.2871573
6127,Петроградский,сквер б/н восточнее д. 23-25 по Гатчинской ул.,0.02,санкт-петербург улица Гатчинская дом 23-25,59.9621219,30.2893067
6128,Петроградский,сквер б/н северо-западнее д. 22 по Гатчинской ул.,0.02,санкт-петербург улица Гатчинская дом 22,59.9622055,30.2877932
6129,Петроградский,сквер б/н северо-восточнее д. 23-25 по Колпинской ул.,0.03,санкт-петербург улица Колпинская дом 23-25,59.9608226,30.2849553
6130,Петроградский,сквер б/н между д. 21 и д. 25 по Колпинской ул.,0.05,санкт-петербург улица Колпинская дом 25,59.9608858,30.2846967
6131,Петроградский,сквер б/н северо-восточнее д. 19 по Колпинской ул.,0.07,санкт-петербург улица Колпинская дом 19,59.9605562,30.2859191
6132,Петроградский,сквер б/н юго-западнее д. 18 по Колпинской ул.,0.06,санкт-петербург улица Колпинская дом 18,59.9604183,30.2849838
6133,Петроградский,"сквер б/н юго-восточнее д. 8, корп. 2 по Б. Зелениной ул.",0.01,санкт-петербург улица Б. Зелениная дом 8  корпус 2,59.9599961,30.2830933
