,Район,Адрес,Площадь,clean_address,latitude,longitude
1763,Фрунзенский,Филатовский сквер на М.Карпатской ул. от ул.Ярослава Гашека до Моравского пер.,1.05,санкт-петербург улица М.Карпатская ,59.837943,30.4162893
1764,Фрунзенский,"сквер б/н на ул.Олеко Дундича, д.26, корп.1",0.29,санкт-петербург улица Олеко Дундича дом 26  корпус 1,59.8314336,30.3986303
1765,Фрунзенский,"сквер б/н на ул.Белы Куна между д.7, корп.1, и д.13, корп.1",0.55,санкт-петербург улица Белы Куна дом 7  корпус 1,59.8722933,30.3739594
1766,Фрунзенский,"сквер б/н на Софийской ул. между д.32, корп.1, д.34, корп.2, и д.38, корп.1",1.49,санкт-петербург улица Софийская дом 32  корпус 1,59.8737422,30.394264
1767,Фрунзенский,"сквер б/н на пр.Славы, д.28",0.66,санкт-петербург проспект Славы дом 28,59.8584292,30.3749343
1768,Фрунзенский,"сквер б/н на Дунайском пр., д.58, корп.1",1.03,санкт-петербург проспект Дунайский дом 58  корпус 1,59.8445671,30.401784
1769,Фрунзенский,"сквер б/н в Альпийском пер. между д.23, корп.1, и д.49, корп.1, по Будапештской ул.",0.64,санкт-петербург переулок Альпийскый дом 23  корпус 1,59.8524041,30.3694861
1770,Фрунзенский,"сквер б/н между Расстанной ул., Расстанным пер. и Расстанным проездом",0.9,санкт-петербург улица Расстанная ,59.9070627,30.3376778
1771,Фрунзенский,сквер б/н на Пловдивской ул. между Будапештской ул. и Загребским бульв.,3.94,санкт-петербург улица Пловдивская ,59.8415998,30.379398
1772,Фрунзенский,"сквер б/н на Мгинской ул., д.3 и д.5",0.52,санкт-петербург улица Мгинская дом 3,59.9011659,30.3558452
1773,Фрунзенский,"сквер б/н на Бухарестской ул. между д.88, д.94, корп.5, и д.94, корп.6",0.86,санкт-петербург улица Бухарестская дом 88,59.8637831,30.3810111
1774,Фрунзенский,сквер б/н на пересечении Камчатской ул. и Расстанной ул.,0.11,санкт-петербург улица Камчатская ,59.9018083,30.3427528
1775,Фрунзенский,сквер б/н на пересечении Волковского пр. и Мгинской ул.,0.12,санкт-петербург проспект Волковский ,59.8915312,30.3452091
1776,Фрунзенский,сквер б/н на пересечении Мгинской ул. и ул.Самойловой,0.21,санкт-петербург улица Мгинская ,59.90115,30.35736
1777,Фрунзенский,"сквер б/н в Альпийском пер., д.26",0.43,санкт-петербург переулок Альпийскый дом 26,59.9140587,27.4561184
1778,Фрунзенский,"сквер б/н на пр.Славы, д.10, корп.1",0.71,санкт-петербург проспект Славы дом 10  корпус 1,59.85648,30.3643515
1779,Фрунзенский,"сквер б/н на пр.Славы между д.36  и д.47, д.43, корп.2, по Бухарестской ул.",0.35,санкт-петербург проспект Славы дом 36,59.8587635,30.3788954
1780,Фрунзенский,"сквер б/н на Лиговском пр. между д.267, корп.2, и д.267",0.1,санкт-петербург проспект Лиговский дом 267  корпус 2,59.9068448,30.3329763
1781,Фрунзенский,сквер б/н на пересечении Расстанной ул. и Боровой ул.,0.23,санкт-петербург улица Расстанная ,59.9070627,30.3376778
1782,Фрунзенский,сквер б/н на пересечении ул.Ярослава Гашека и М.Балканской ул.,0.31,санкт-петербург улица Ярослава Гашека ,59.8355212,30.3918202
