Район,Номер территории,Адрес,Ориентировочная,Основание,Муниципальное,Дата внесения в базу
Центральный,31-80-64,сквер б/н у д. 8-10 по Дегтярному пер.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-65,сквер б/н у д. 29 по ул. Некрасова,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-66,сквер б/н у д. 6 по Озерному пер.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-67,сквер б/н севернее д. 50  по ул. Чайковского,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-68,сквер б/н во дворе д. 58  по ул. Чайковского,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-69,сквер б/н западнее д. 56 по Суворовскому пр.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-70,сквер б/н западнее д. 62 по ул.Чайковского,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-71,сквер б/н во дворе д. 29 и д. 31-33 по Таврической ул.,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-72,сквер б/н во дворе д. 4/48 по Мытнинской ул.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-73,сквер б/н западнее д. 3  по 9-й Советской ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-74,сквер б/н северо-восточнее д. 11 по ул. Восстания,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-75,сквер б/н во дворе д. 20 по Тверской ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-76,сквер б/н западнее д. 30 по Кавалергардской ул.,0.12,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-77,сквер б/н во дворе д. 18 по Тверской ул.,0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-78,сквер б/н западнее д. 2 по Кирилловской ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-79,сквер б/н во дворе д. 12/15 по Тверской ул.,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-80,сквер б/н восточнее д. 8б по ул. Моисеенко,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-81,сквер б/н во дворе д. 14 по Тверской ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-82,сквер б/н северо-западнее д. 60  по ул. Некрасова,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-83,сквер б/н во дворе д. 36 по Кирочной ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-84,сквер б/н во дворе д. 9-11 по ул. Красного Текстильщика,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-85,сквер б/н севернее д. 5 по Новгородской ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-86,сквер б/н во дворе д. 2/9 по Херсонской ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-87,сквер б/н северо-восточнее д. 31 по Херсонской ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-88,сквер б/н западнее д. 4  по ул. Александра Невского,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-89,сквер б/н во дворе д. 7 по Смольному пр.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-90,"сквер б/н южнее д. 30, литера Х, по Синопской наб.",0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-91,сквер б/н у д. 7 по ул. Восстания,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-92,сквер б/н восточнее д. 3  по ул. Александра Невского,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-93,сквер б/н восточнее д. 5 по Орловскому пер.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-94,сквер б/н во дворе д. 61 по Суворовскому пр.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-95,сквер б/н во дворе д. 39 по Суворовскому пр.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-96,сквер б/н восточнее д. 3 по Перекупному пер.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-97,сквер б/н севернее д. 5-7 по ул. Радищева,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-98,сквер б/н во дворе д. 38/20 по ул. Радищева,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-99,сквер б/н севернее д. 40 по Фурштатской ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-100,сквер б/н севернее д. 36 по  Синопской наб.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-101,сквер б/н южнее д. 5/3 по Старорусской ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-102,сквер б/н во дворе д. 16/13 по Суворовскому пр.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-103,сквер б/н южнее д. 27 по Таврической ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-104,сквер б/н севернее д. 22 по 7-й Советской ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-105,сквер б/н между д. 18 по Мытнинской ул. и д. 43/20 по 8-й Советской ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-106,сквер б/н во дворе д. 1 по Кирилловской ул.,0.021,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-107,сквер б/н во дворе д. 27 по Таврической ул.,0.018,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-108,"сквер б/н между д. 168, литера А, и  д. 168, литера Б, по Невскому пр.",0.014,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-109,сквер б/н во дворе д. 29 по пр. Бакунина,0.041,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-110,сквер б/н во дворе д. 6 по Кирилловской ул.,0.017,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-112,сквер б/н во дворе д. 4 по Кирилловской ул.,0.016,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-80-113,сквер б/н во дворе д. 18  по 2-й Советской ул.,0.015,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Смольнинское,
Центральный,31-81-1,сквер б/н у д. 21 по Гончарной ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-2,сквер б/н во дворе д. 110 по Лиговскому пр.,0.0076,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-3,сквер б/н у д. 35/7  по ул. Черняховского,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-4,"сквер б/н восточнее д. 116-118,  литера А, по Лиговскому пр.",0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-5,"сквер б/н западнее д. 116-118, литера Б, по Лиговскому пр.",0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-6,сквер б/н во дворе д. 53  по наб.Обводного кан.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-7,сквер б/н у д. 26-28  по ул. Черняховского,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-8,сквер б/н севернее д. 10 по Миргородской ул.,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-9,сквер б/н во дворе д. 153 по Невскому пр.,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-10,сквер б/н во дворе д. 163 по Невскому пр.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-11,сквер б/н во дворе д. 107 по Невскому пр.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-12,сквер б/н южнее д. 141 по Невскому пр.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-13,сквер б/н во дворе д. 129 по Невскому пр.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-14,сквер б/н северо-восточнее д. 106 по Лиговскому пр.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-15,сквер б/н юго-западнее д. 43 по Днепропетровской ул.,0.25,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-16,сквер б/н южнее д. 11и д. 13 по Роменской ул.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-17,сквер б/н южнее д. 3 по Днепропетровской ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-18,сквер б/н западнее д. 55  по наб.Обводного кан.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-19,сквер б/н южнее д. 11 по Транспортному пер.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-20,сквер б/н во дворе д. 53  по ул. Черняховского,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-21,сквер б/н восточнее д. 51 по ул.Черняховского,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-22,сквер б/н севернее д. 5 по ул.Черняховского,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-23,сквер б/н севернее д. 55  по наб.Обводного кан.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-81-24,сквер б/н западнее д. 30а по ул.Черняховского,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Лиговка - Ямская,
Центральный,31-82-1,"сквер б/н на Коломенской ул., д. 22",0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-2,"сквер б/н на Загородном пр., д. 17",0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-3,"сквер б/н на Невском пр., д. 77",0.14,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-4,"сквер б/н на ул. Константина Заслонова, д. 36-38",0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-5,"сквер б/н на ул. Константина Заслонова, д. 28-30",0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-6,"сквер б/н на ул. Константина Заслонова, д. 18",0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-7,"сквер б/н на Социалистической ул.,  д. 16",0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-8,"сквер б/н на Боровой ул., д. 8",0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-9,"сквер б/н на Лиговском пр., д. 105",0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-10,"сквер б/н на Разъезжей ул., д. 16-18",0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-11,сквер б/н южнее д. 18 по ул. Марата,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-12,"сквер б/н на Загородном пр., д. 28",0.15,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-13,сквер б/н во дворе д. 46 по ул. Марата,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-14,сквер б/н у д. 26-28/15 по Социалистической ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-15,сквер б/н южнее д. 11-13 по Боровой ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-16,сквер б/н между д. 15-17 по Коломенской ул. и д. 16/19 по Свечному пер.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-17,сквер б/н восточнее д. 12 по Коломенской ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-18,сквер б/н между д. 10 и д. 12 по Боровой ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-19,сквер б/н между д. 39 и д. 41  по ул. Марата,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-20,сквер б/н южнее д. 18/1 по Боровой ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-21,сквер б/н между д. 22 по Боровой ул. и д. 15 по ул. Константина Заслонова,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-22,сквер б/н во дворе д. 17 по ул. Константина Заслонова,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-23,сквер б/н у д. 14 по ул. Константина Заслонова,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-24,сквер б/н между д. 2/5 по ул. Достоевского и д. 9/27 по Кузнечному пер.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-25,сквер б/н во дворе д. 4  по ул. Достоевского,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-26,сквер б/н юго-западнее д. 5  по ул. Достоевского,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-27,сквер б/н юго-западнее д. 35 по Разъезжей ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-28,сквер б/н юго-западнее д. 37 по Разъезжей ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-29,сквер б/н во дворе д. 43/1 по Разъезжей ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-31,сквер б/н севернее д. 3 по ул. Тюшина,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-32,сквер б/н во дворе д. 8 по Владимирскому пр.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-33,сквер б/н южнее д. 4 по ул. Тюшина,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-34,сквер б/н у д. 5 по Стремянной ул. и  д. 1/7 по Дмитровскому пер.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-35,сквер б/н севернее д. 22/3 по Стремянной ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-36,сквер б/н во дворе д. 3 по Владимирскому пр.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-37,сквер б/н во дворе д. 15 по Владимирскому пр.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-39,сквер б/н во дворе д. 6 по Звенигородской ул.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-40,сквер б/н западнее д. 29 по Загородному пр.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-41,сквер б/н южнее д. 40 по Загородному пр.,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-42,"сквер б/н юго-западнее д. 42, литера Д, по Загородному пр.",0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-43,сквер б/н у д. 76 по наб. р. Фонтанки,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-44,сквер б/н северо-восточнее д. 18  по ул. Ломоносова,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-45,сквер б/н у д. 22 по ул. Рубинштейна,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-46,"сквер б/н северо-западнее д. 42,  литера В, по Загородному пр.",0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-47,сквер б/н северо-восточнее д. 24  по ул. Ломоносова,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-48,сквер б/н во дворе д. 4 по Стремянной ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-49,сквер б/н у д. 6/16 по Графскому пер.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-50,сквер б/н восточнее д. 50 по  наб. р. Фонтанки,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-51,сквер б/н у д. 26 по ул. Рубинштейна,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-52,"сквер б/н во дворе д. 73, литера Б, по ул. Марата",0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-53,сквер б/н юго-восточнее д. 8  по ул. Правды,0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-54,сквер б/н восточнее д. 20  по ул. Правды,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-55,сквер б/н во дворе д. 11  по ул. Константина Заслонова,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-56,сквер б/н южнее д. 7 по Колокольной ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-57,сквер б/н южнее д. 9 по Колокольной ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-58,сквер б/н во дворе д. 13 по Колокольной ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-59,сквер б/н во дворе д. 17 по Пушкинской ул.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-60,сквер б/н во дворе д. 10 по Кузнечному пер.,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-61,"сквер б/н восточнее д. 20, литера Б, по ул. Марата",0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-62,сквер б/н севернее д. 67/22 по Лиговскому пр.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-63,сквер б/н во дворе д. 23 по ул. Марата,0.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
Центральный,31-82-64,сквер б/н во дворе д. 5 по Свечному пер.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»,муниципальный округ Владимирский округ,
