Район города,Номер по списку,Наименование,"Площадь, га",Основание
Петроградский,13241,сквер б/н на наб.р.Карповки западнее д.13,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13240,сквер б/н северо-западнее пересечения Бармалеевой ул. и Малого пр. П.С.,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13242,сквер б/н на пл.Шевченко перед д.42б по Каменноостровскому пр.,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13243,сквер б/н на ул.Ленина у д.6/17 по Полозовой ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13244,сквер б/н ул.Чапаева северо-восточнее пересечения с ул.Рентгена,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13245,сквер б/н на Ораниенбаумской ул. северо-восточнее д.11 по Стрельнинской ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13246,сквер б/н на Колпинской ул. юго-восточнее д.7,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13247,сквер б/н на Ропшинской ул. северо-западнее д.4,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13248,сквер б/н на Чкаловском пр. юго-восточнее пересечения с Пионерской ул.,0.09,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13249,сквер б/н на ул.Красного Курсанта юго-западнее д.15/2,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13251,сквер б/н на Б.Разночинной ул. у д.12/20 по Чкаловскому пр.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13252,сквер б/н на Ждановской ул. восточнее пересечения с Гимназическим пер.,0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13253,сквер б/н на Пудожской ул. у д.7,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13250,сквер б/н на Чкаловском пр. напротив д.22,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13254,сквер б/н на Пудожской ул. северо-западнее пересечения с Газовой ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13255,сквер б/н на Газовой ул. между д.1а и д.7,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13256,сквер б/н на Газовой ул. южнее д.1а,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13257,сквер б/н на ул.Красного Курсанта у д.26,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13258,сквер б/н на ул.Красного Курсанта напротив д.20 и д.22,0.25,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13259,сквер б/н на ул.Ленина юго-западнее д.49,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13260,сквер б/н на наб.Мартынова напротив д.12,0.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13261,сквер б/н на Кемской ул. северо-западнее д.7,0.2,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13262,сквер б/н на Каменноостровском пр. северо-восточнее Каменноостровского моста,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13263,парк Тихий отдых (участок 7) северо-западнее пересечения Театральной аллеи и Большой аллеей,0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13015,сквер Фёдора Углова на пересечении ул. Рентгена и ул. Льва Толстого,0.25,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13035,"Подковыровский сад между ул.Подковырова, Большим пр. П.С. и Полозовой ул.",0.258,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12085,бульвар б/н между пр. Обуховской Обороны и р. Невой,3.36,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2142,бульвар б/н на Шкиперском протоке от Наличной ул. до ул.Шевченко,1.2,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12110,"сквер б/н на ул.Подвойского, д.34, корп.1 и д.42",0.86,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12247,"сквер б/н напротив д.3, корп.1 по ул. Бадаева",0.4723,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13212,сквер б/н на Саблинской ул. д.3,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13025,"Зеленинский сад между Ропшинской ул., Чкаловским пр. и Б.Зелениной ул.",0.49,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13068,сквер б/н на пересечении Петроградской ул. и Вязовой ул.,1.1,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17096,"парк Героев-пожарных между Софийской ул., ул. Димитрова и Бухарестской ул.",54.56,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12246,сквер б/н западнее пересечения пр. Пятилеток и ул. Коллонтай,0.4,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2098,сквер б/н на 17-й линии В.О. между д.4-6 и д.12,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2084,сквер б/н на ул.Репина между д.17 и д.23 по 2-й линии В.О.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2049,сквер б/н на 10-й линии В.О. между д.31-33 и д.37,0.29,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2087,сквер б/н на Опочининой ул. у д.19 по Наличной ул.,0.35,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2131,"сквер б/н на Остоумовой ул. у д.24, корп.2 по ул.Шевченко",0.68,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2158,сквер б/н на Весельной ул. между д.5 и д.91 по Большому пр. В.О.,0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2130,сквер б/н на Опочининой ул. у д.34 по Гаванской ул.,0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2247,сквер б/н на Опочининой ул. у  д. 32 по Гаванской ул.,0.06,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2148,"сквер б/н на Карташихиной ул., д.19",0.39,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2129,сквер б/н на Гаванской ул. между д.26 и д.30,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2187,"бульвар б/н на ул.Нахимова у д.1, д.3, корп.1, и д.5, корп.1",3.26,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2248,сквер б/н на наб. р. Смоленки у пр.КИМа,0.63,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2249,бульвар б/н на ул. Кораблестроителей от Наличной ул. до ул.Нахимова,8.01,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2250,"бульвар б/н между д.31, корп.1 по ул.Кораблестроителей и д.42 по На",0.72,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2251,бульвар б/н на берегу р.Смоленки у ул.Одоевского,0.99,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2252,сквер б/н на Морской наб от д.33 до Капитанской ул.,0.48,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2013,"сквер б/н на Морской наб., д.41, корп.1, д.43, корп.1, и д.45",0.78,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12084,сад им.30-летия Октября (участок 1) на Слободской ул.,1.58,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12245,сквер б/н на пр. Обуховской Обороны у д.119,0.22,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12004,сад Крупской между р.Невой и пр.Обуховской Обороны у д.90,2.79,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12117,"сквер б/н на ул.Антонова-Овсеенко, д.21",0.47,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12173,бульвар б/н на ул.Лопатина от ул.Коллонтай до ул.Подвойского,2.7,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17204,сквер б/н на Воронежской ул. юго-западнее пересечения Воронежской у,0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17205,сквер б/н на правом берегу Волковского кан. западнее д. 2  по ул. Ф,2,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17088,"сквер б/н на Будапештской ул. между д.62 и д.66, корп.1",2.43,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18202,сквер б/н на наб. р. Мойки от 2-го Садового моста до 1-го Садового,0.33,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18107,"сквер б/н в Басковом пер., д.3",0.02,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18203,сквер б/н на ул. Маяковского южнее д. 3,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18204,сквер б/н на Госпитальной ул. юго-западнее д. 32а по Суворовскому п,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18021,"сквер б/н на Исполкомской ул., д.3",0.36,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18097,сквер б/н на 5-й Советской ул. между д.41 и д.11/35 по Дегтярной ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18112,сквер б/н на пересечении 3-й Советской ул. и Дегтярной ул.,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18032,сквер б/н в Мариинском проезде,0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18073,сквер б/н на Суворовском пр. между 9-й Советской ул. и Госпитальной ул.,0.16,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18205,сквер б/н на ул. Радищева южнее д. 35,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18147,сквер б/н на 5-й Советской ул. между д.28 по 5-й Советской ул. и д.18/32 по Дегтярной ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18206,сквер б/н на наб.Обводного кан.южнее д.149,0.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18207,сквер б/н на пересечении ул. Константина Заслонова и наб. Обводного,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18041,сквер б/н на пересечении Коломенской ул. и Свечного пер.,0.13,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18157,"сквер б/н на Разъезжей ул., д.38",0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18208,сквер б/н на наб. Обводного кан.у д. 89,0.24,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13048,"Александровский парк между Кронверкским пр., Кронверкским протоком и Каменноостровским пр.",14.57,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13177,сквер б/н на Саблинской ул. от ул.Воскова до Сытнинской ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13180,сквер б/н на пересечении ул.Ленина и Пушкарского пер.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13264,сквер б/н на Константиновском пр. юго-западнее д. 11,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13215,"сквер б/н на Кронверкском пр., д.29, д.31 и д.33",0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13034,"Матвеевский сад на Б.Пушкарской ул., д.35",1.12,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13265,сквер б/н на Эсперовой ул. вдоль д.6 и д.8,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13266,сквер б/н на Константиновском пр. северо-западнее д. 3,0.09,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13031,"Кропоткинский сквер между ул.Кропоткина, ул.Ленина, ул.Воскова и Кронверкской ул.",0.12,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13267,сквер б/н в Кемском пер. юго-западнее д. 29 по Морскому пр.,0.4,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13093,"сквер б/н на Полозовой ул., д.21, д.23 и д.28 по ул.Подковырова",0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13169,сквер б/н на Чкаловском пр. у д.15 по Б.Зелениной ул.,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13036,Мытнинский сад на пересечении Провиантской ул. и пр.Добролюбова,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13268,сквер б/н на Спортивной ул. западнее д.12 по Крестовскому пр.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13081,сквер б/н на Б.Пушкарской ул. между д.17 и д.21,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13269,сквер б/н на Песочной наб. у  д.30,0.31,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13211,сквер б/н у д.16 по Кронверкской ул.,0.08,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13270,сквер б/н на Спортивной ул. юго-восточнее д.15 по Вязовой ул.,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13096,сквер б/н на Ординарной ул. между д.62 по Б.Пушкарской ул. и д.71 по Большому пр. П.С.,0.15,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13271,сквер б/н на ул. Вакуленчука западнее д. 4,0.07,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13272,сквер б/н северо-западнее д.20а по Константиновскому пр.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17133,"сквер б/н на М.Балканской ул. между д.4 и д.3, корп.2, по ул.Димитрова",3.23,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13228,сквер б/н на Б.Пушкарской ул. между Бармалеевой ул. и ул.Подковырова,0.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13087,сквер б/н на ул.Мира между д.7 и д.9,0.03,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17124,сквер б/н на пересечении Лиговского пр. и Прилукской ул.,0.62,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2216,сквер б/н у д.26 по Детской ул.,0.05,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13014,сквер Низами на Каменноостровском пр. между д.25 и д.27,1.19,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13040,сквер б/н на Б.Зелениной ул. между д.15 и д.19,0.15,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17206,сквер б/н южнее д.88 по Боровой ул.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13276,сквер б/н северо-западнее д.15 по Колпинской ул.,0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17207,"сквер б/н восточнее д.42/79, корп.1 по Дунайскому пр.",0.94,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13174,сквер б/н на Пионерской ул. между д.13 и д.15,0.17,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13277,"сквер б/н на Ропшинской ул., д.10",0.04,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13095,"Приморский парк Победы между Гребным кан., Рюхиной ул. и р.М.Невкой",109.54,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12252,сквер б/н у д.47 по ул.Бабушкина,0.1449,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12249,сквер б/н у д.58 по ул.Цимбалина,0.1009,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12250,сквер б/н у д.41 по ул.Крупской,0.0849,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12251,сквер б/н у д.8 по ул.Профессора Качалова,0.106,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13167,"сквер б/н на Чкаловском пр., д.46",0.2749,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18216,сквер б/н на Атаманской ул. у д.21 по наб.Обводного кан.,0.1587,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13041,"сквер Товстоногова между д.1, д.3 по Троицкой пл. П.С. и д.1/5 по ул.Куйбышева и д.4 по Петровской наб.",1.0028,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12227,"сквер б/н на ул.Тельмана, д.41, корп.1, д.45, корп.1, и д.49",1.0601,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2196,сквер б/н на 13-й линии В.О. между д.36 и д.50 по Среднему пр. В.О.,0.0638,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13274,"сквер б/н на Петровском пр., д.20, корп.3",0.1256,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17215,сквер б/н восточнее д.63 по ул.Салова,0.3501,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13196,"сквер б/н на М.Посадской ул., д.20",0.137,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12208,сквер б/н на р.Оккервиль от ул.Подвойского до ул. Коллонтай,3.4793,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12159,Ивановский сад у Ивановского карьера,7.7093,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17003,сквер б/н на Бухарестской ул. между д.1 и д.5,0.7495,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17208,сквер б/н у д.5 по Расстанной ул.,0.11,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17216,бульвар б/н у д. 10 по ул. Фучика,0.3458,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13190,"сквер б/н на ул.Чапаева, д.21",0.0978,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17209,сквер б/н у д.62 по наб.Обводного кан.,0.0896,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17218,сквер б/н у д.61 по Бухарестской ул.,0.0541,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13039,Ораниенбаумский сад на Ораниенбаумской ул. между Чкаловским пр. и Колпинским пер.,0.4732,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13282,сквер б/н между Футбольной аллеей и Теннисной аллеей,1.5403,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12244,сквер б/н на ул.Седова у д.14,1.9607,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13050,сквер б/н на Мичуринской ул. между д.11/18 и д.19,0.0724,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12013,"Виноградовский сквер между ул.Бабушкина, Ивановской ул. и пр.Обуховской Обороны",3.6314,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17210,"сквер б/н у д.23, корп.4, по Бухарестской ул.",0.1499,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17211,бульвар б/н вдоль наб.р.Волковки южнее Касимовского моста,0.8966,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17213,сквер б/н на наб.р.Волковки между Мгинской ул. и Расстанным пер.,0.5274,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17214,сквер б/н вдоль р.Волковки севернее пересечения ул.Салова и Витебской Сортировочной ул.,0.4637,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17219,сквер б/н у д.54 по М.Балканской ул.,0.1933,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12053,"сквер б/н на Ивановской ул., д.17 и д.19",0.7337,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17086,сквер б/н на Бухарестской ул. между ул.Салова и ул.Фучика,6.3165,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17016,сквер б/н на Загребском бульв. между Дунайским пр. и ул.Димитрова,25.1148,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17217,"сквер б/н у д.12, корп.1, по М.Балканской ул.",0.119,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13164,сквер б/н на ул.Чапыгина между д.5 и д.11,0.294,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18136,бульвар б/н на пр.Чернышевского,0.47,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17174,сквер б/н на Курской ул. западнее д.45 по Воронежской ул.,0.2855,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12248,сквер б/н у д.31 по Шлиссельбургскому пр.,0.3873,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17212,сквер б/н у д.20 по Расстанной ул.,0.4518,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17079,бульвар б/н на ул.Турку от Пражской ул. до Будапештской ул.,16.9526,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Петроградский,13005,"сквер б/н на пр.Добролюбова, д.18",1.2766,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Фрунзенский,17173,сквер б/н на Лиговском пр. южнее д.271,0.43,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Центральный,18220,сквер б/н в Таврическом пер. между Ставропольским пер. и Орловской ул.,0.2586,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Василеостровский,2253,сквер б/н на пересечении Морской наб. и наб.р.Смоленки,2.233,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12207,Дёминский сад на пересечении пр.Обуховской Обороны и Мельничной ул.,1.1536,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
Невский,12146,бульвар б/н на Рыбацком пр.,10.8336,Закон Санкт-Петербурга от 19.09.2007 № 430-85 «О зеленых насаждениях общего пользования»
